year,period,value,footnote_code,footnote_text,supersector_name,industry_name,seasonal_text,data_type_text,series_id,seasonal,begin_year,begin_period,end_year,end_period,serialid
1975,August,40.3,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2441
1981,July,439.36,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,734
1975,June,40.1,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2443
1981,May,437.78,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,736
1975,May,39.4,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2444
1981,March,428.45,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,738
1975,March,39.6,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2446
1980,Annual Average,403.03,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,740
1974,Annual Average,40.5,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2448
1980,November,419.57,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,742
1974,November,39.8,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2450
1980,September,410.52,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,744
1974,September,40.5,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2452
1980,July,411.18,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,746
1974,July,41.2,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2454
1980,May,397.03,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,748
1974,May,40.7,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2456
1980,March,390.16,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,750
1974,March,40.1,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2458
1979,Annual Average,375.73,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,752
1973,Annual Average,40.8,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2460
1979,November,392.08,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,754
1973,November,40.9,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2462
1979,September,385.43,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,756
1973,August,41.4,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2465
1979,July,371.87,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,758
1979,June,374.40,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,759
1973,May,40.9,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2468
1979,April,367.85,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,761
1973,March,40.6,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2470
1979,February,365.51,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,763
1972,Annual Average,40.8,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2472
1978,December,364.46,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,765
1972,November,40.9,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2474
1978,October,359.35,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,767
1978,September,357.32,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,768
1972,September,40.8,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2476
1978,July,350.64,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,770
1972,July,41.0,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2478
1978,May,345.68,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,772
1972,May,40.7,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2480
1978,March,342.38,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,774
1972,March,40.7,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2482
1977,Annual Average,325.42,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,776
1989,Annual Average,458.49,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2484
1977,October,333.74,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,779
1989,November,460.28,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2486
1977,August,325.16,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,781
1989,September,463.50,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2488
1977,June,318.65,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,783
1989,July,461.62,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2490
1977,April,318.27,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,785
1989,May,453.66,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2492
1977,February,320.21,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,787
1989,March,451.70,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2494
1976,December,311.71,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,789
1988,Annual Average,443.82,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2496
1976,October,311.54,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,791
1988,November,449.47,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2498
1976,August,306.27,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,793
1988,September,450.00,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2500
1976,May,298.74,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,796
1988,July,449.82,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2502
1976,March,298.57,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,798
1988,May,439.64,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2504
1975,Annual Average,279.84,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,800
1988,March,426.32,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2506
1975,November,291.10,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,802
1987,Annual Average,455.87,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2508
1975,September,284.49,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,804
1987,November,462.81,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2510
1975,July,277.70,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,806
1987,September,455.81,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2512
1975,May,273.91,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,808
1987,June,455.51,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2515
1975,March,271.35,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,810
1987,April,448.85,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2517
1974,Annual Average,261.65,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,812
1974,December,272.08,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,813
1987,February,450.84,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2519
1974,October,266.91,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,815
1986,December,450.07,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2521
1974,August,262.86,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,817
1986,October,440.83,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2523
1974,June,259.15,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,819
1986,August,446.57,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2525
1974,April,260.63,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,821
1986,June,443.87,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2527
1986,May,434.71,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2528
1974,February,252.97,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,823
1986,March,440.41,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2530
1973,December,255.01,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,825
1985,Annual Average,438.72,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2532
1973,October,254.33,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,827
1985,November,439.27,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2534
1973,August,248.71,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,829
1985,September,442.65,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2536
1973,June,247.94,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,831
1985,June,442.91,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2539
1973,April,242.26,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,833
1985,April,433.48,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2541
1973,February,239.20,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,835
1985,February,434.64,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2543
1972,December,241.12,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,837
1984,December,442.91,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2545
1972,September,235.09,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,839
1984,October,432.28,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2547
1972,July,235.31,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,841
1984,August,439.70,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2549
1972,May,229.60,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,843
1984,June,439.70,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2551
1972,March,227.14,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,845
1984,April,434.51,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2553
1989,Annual Average,31.9,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,847
1984,February,428.51,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2555
1989,November,31.2,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,849
1983,December,437.34,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2557
1989,September,31.2,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,851
1983,October,431.34,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2559
1989,July,33.2,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,853
1983,August,433.09,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2561
1989,May,32.6,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,855
1983,June,423.06,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2563
1989,March,31.8,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,857
1983,April,417.20,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2565
1988,Annual Average,32.2,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,859
1983,February,415.04,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2567
1988,November,31.9,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,861
1982,December,419.97,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2569
1987,August,41.2,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,863
1982,October,410.27,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2571
1988,August,32.9,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,865
1988,July,34.0,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,866
1982,August,419.93,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2573
1988,May,32.9,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,868
1982,June,411.67,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2575
1988,March,31.9,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,870
1982,April,403.01,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2577
1988,July,41.4,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,872
1982,February,408.95,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2579
