year,period,value,footnote_code,footnote_text,supersector_name,industry_name,seasonal_text,data_type_text,series_id,seasonal,begin_year,begin_period,end_year,end_period,serialid
1980,April,295.46,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2379
1980,August,304.19,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2383
1975,December,147.35,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4773
1980,October,312.84,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2385
1980,November,317.20,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2386
1962,August,113.58,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3130
1976,May,159.52,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4777
1981,March,326.76,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2389
1969,September,122.25,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1419
1981,April,329.15,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2390
1962,November,113.32,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3133
1969,November,123.38,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1421
1962,December,114.17,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3134
1981,October,340.89,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2396
1963,April,115.94,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3137
1970,September,126.96,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1430
1982,May,350.34,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2402
1963,August,116.53,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3141
1963,September,117.50,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3142
1971,March,130.65,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1435
1982,September,354.12,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2406
1978,April,217.58,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4798
1964,March,117.50,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3147
1978,June,221.19,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4800
1972,February,140.96,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1445
1983,September,375.74,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2416
1972,June,143.17,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1449
1984,February,387.87,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2420
1964,September,120.81,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3153
1972,August,144.26,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1451
1984,October,390.98,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2428
1979,November,270.86,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4816
1965,May,125.55,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3160
1973,October,154.51,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1464
1965,July,125.71,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3162
1980,May,285.27,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4821
1980,June,294.41,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4822
1974,March,157.75,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1468
1974,April,157.98,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1469
1974,May,160.24,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1470
1965,November,126.59,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3166
1985,November,405.62,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2440
1985,December,409.45,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2441
1975,March,166.36,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1479
1986,August,410.84,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2448
1981,August,342.58,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4835
1966,July,133.04,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3173
1986,November,411.20,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2451
1986,December,413.03,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2452
1975,October,173.64,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1486
1982,February,359.96,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4840
1982,March,359.96,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4841
1987,May,419.58,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2456
1982,May,366.76,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4843
1987,August,419.52,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2459
1976,October,185.60,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1497
1988,March,426.62,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2465
1967,June,136.78,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3183
1977,February,190.80,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1500
1988,May,430.26,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2467
1988,June,432.54,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2468
1967,October,138.41,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3187
1983,July,412.22,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4856
1983,August,411.22,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4857
1988,December,437.26,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2474
1989,February,440.76,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2475
1984,March,417.31,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4863
1984,May,419.90,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4865
1989,August,447.63,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2481
1980,March,45.1,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2491
1969,February,153.28,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3201
1980,June,44.7,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2494
1985,November,455.70,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4882
1981,February,44.7,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2501
1985,December,472.80,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4883
1969,September,159.48,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3208
1981,September,45.4,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2508
1981,October,45.7,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2509
1982,February,45.4,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2512
1986,December,452.10,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4894
1970,June,164.25,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3216
1982,June,44.2,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2516
1987,April,451.36,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4897
1987,December,479.52,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4905
1983,June,43.8,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2527
1971,March,172.13,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3224
1988,March,478.27,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4907
1971,April,173.05,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3225
1988,May,484.34,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4909
1983,November,44.1,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2532
1983,December,44.2,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2533
1971,September,178.73,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3230
1984,August,44.7,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2540
1971,October,169.99,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3231
1989,May,524.71,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4920
1984,December,44.8,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2544
1985,February,44.6,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2545
1972,March,186.95,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3235
1972,July,190.95,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3239
1985,October,44.4,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2553
1985,November,44.5,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2554
1972,September,192.28,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3241
1986,February,44.2,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2556
1985,October,41.7,,,Mining and logging,Coal mining,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021210007,S,1985,M01,2015,September,4936
1986,September,43.0,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2563
1986,February,41.6,,,Mining and logging,Coal mining,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021210007,S,1985,M01,2015,September,4939
1973,May,199.27,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3248
1986,December,43.0,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2566
1986,April,41.2,,,Mining and logging,Coal mining,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021210007,S,1985,M01,2015,September,4941
1987,March,43.4,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2568
1987,June,43.4,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2571
1987,September,43.3,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2574
1987,April,42.1,,,Mining and logging,Coal mining,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021210007,S,1985,M01,2015,September,4952
1974,July,226.16,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3261
1987,May,43.1,,,Mining and logging,Coal mining,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021210007,S,1985,M01,2015,September,4953
1988,September,42.5,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2585
1988,October,43.5,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2586
1974,September,228.81,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3263
1988,December,43.4,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2588
1989,February,43.2,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2589
1975,February,241.98,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3267
1987,November,43.1,,,Mining and logging,Coal mining,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021210007,S,1985,M01,2015,September,4959
1989,October,44.8,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2597
1975,May,247.28,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3270
1989,November,44.6,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2598
